date,AdrActCnt,CapMrktCurUSD,HashRate,PriceUSD,SplyCur,volume_reported_spot_usd_1d
2010-07-18,860,295959,0.00155223,0.08584,3.4478e+06,5.09199
2010-07-19,929,279285,0.00157027,0.0808,3.4565e+06,49.6613
2010-07-20,936,259000,0.00163345,0.0747357,3.46555e+06,20.5895
2010-07-21,784,275266,0.00186809,0.0791929,3.4759e+06,42.2622
2010-07-22,594,203750,0.00158832,0.0584698,3.4847e+06,129.784
2010-07-23,655,211736,0.00175077,0.0605929,3.4944e+06,141.065
2010-07-24,959,191100,0.00170564,0.05454,3.50385e+06,26.7277
2010-07-25,2130,177670,0.00208467,0.0505406,3.5154e+06,85.063
2010-07-26,1250,197543,0.00219297,0.056,3.52755e+06,46.907
2010-07-27,775,207279,0.0019903,0.058622,3.53585e+06,196.918
2010-07-28,664,208769,0.00193024,0.0589111,3.5438e+06,255.759
2010-07-29,534,248341,0.00218518,0.0699,3.5528e+06,528.318
2010-07-30,582,230303,0.00220946,0.0646574,3.5619e+06,198.53
2010-07-31,479,241277,0.0024644,0.0675458,3.57205e+06,243.898
2010-08-01,622,218982,0.00290144,0.0611,3.584e+06,162.645
2010-08-02,632,215766,0.00293786,0.06,3.5961e+06,221.201
2010-08-03,988,216491,0.00275576,0.0600122,3.60745e+06,606.046
2010-08-04,715,206374,0.00295,0.0570158,3.6196e+06,210.765
2010-08-05,825,221460,0.00283431,0.061,3.6305e+06,303.609
2010-08-06,640,224351,0.00257339,0.0616713,3.63785e+06,85.908
2010-08-07,500,215105,0.00271343,0.0590039,3.6456e+06,157.341
2010-08-08,581,222623,0.0034837,0.0609,3.65555e+06,132.595
2010-08-09,782,258020,0.00332615,0.0704,3.66505e+06,886.933
2010-08-10,590,254792,0.00334365,0.0693387,3.6746e+06,88.8736
2010-08-11,724,246979,0.0040789,0.067,3.68625e+06,1015.64
2010-08-12,611,258797,0.00379881,0.07,3.6971e+06,134.487
2010-08-13,787,239156,0.0037638,0.0645,3.70785e+06,233.8
2010-08-14,564,249354,0.00491919,0.0669964,3.7219e+06,295.308
2010-08-15,472,243036,0.0040522,0.0651179,3.73225e+06,294.949
2010-08-16,760,244944,0.00373974,0.0655,3.7396e+06,696.803
2010-08-17,486,262224,0.00328181,0.07,3.74605e+06,915
2010-08-18,709,255184,0.00338357,0.068,3.7527e+06,203.828
2010-08-19,471,250755,0.00343445,0.0667,3.75945e+06,50.0425
2010-08-20,656,246876,0.00491,0.0655,3.7691e+06,276.411
2010-08-21,526,250843,0.00440119,0.0664,3.77775e+06,688.515
2010-08-22,586,249762,0.00539336,0.065929,3.78835e+06,1183.64
2010-08-23,655,246593,0.00541881,0.06491,3.799e+06,281.877
2010-08-24,638,247634,0.00546969,0.065,3.80975e+06,444.656
2010-08-25,498,247572,0.00549513,0.0648,3.82055e+06,278.861
2010-08-26,650,245475,0.00542016,0.0640751,3.83105e+06,251.563
2010-08-27,490,249574,0.00529907,0.065,3.8396e+06,583.709
2010-08-28,531,248587,0.00526808,0.0646,3.8481e+06,399.453
2010-08-29,418,246797,0.00502017,0.064,3.8562e+06,204.875
2010-08-30,517,251021,0.00461732,0.06497,3.86365e+06,2135
2010-08-31,733,232371,0.00570193,0.06,3.87285e+06,933.229
2010-09-01,622,240700,0.00486523,0.0620248,3.8807e+06,436.73
2010-09-02,513,246531,0.00483424,0.0634,3.8885e+06,498.977
2010-09-03,503,237114,0.00508215,0.06085,3.8967e+06,54.6103
2010-09-04,468,242853,0.00560896,0.0621783,3.90575e+06,202.266
2010-09-05,534,241298,0.00511314,0.06165,3.914e+06,527.969
2010-09-06,518,241589,0.00489622,0.0616,3.9219e+06,56.128
2010-09-07,408,240664,0.0049582,0.0612391,3.9299e+06,212.352
2010-09-08,535,240227,0.005736,0.061,3.93815e+06,143.365
2010-09-09,530,241092,0.00478409,0.061115,3.9449e+06,107.676
2010-09-10,529,241224,0.00627247,0.0610115,3.95375e+06,301.796
2010-09-11,426,252050,0.00567003,0.0636209,3.96175e+06,491.192
2010-09-12,708,244192,0.00627247,0.0615,3.9706e+06,48.9867
2010-09-13,722,247424,0.00605985,0.06218,3.97915e+06,632.196
2010-09-14,680,247297,0.00719385,0.06199,3.9893e+06,876.755
2010-09-15,666,241464,0.00598897,0.0604,3.99775e+06,223.271
2010-09-16,666,248139,0.00776086,0.0619,4.0087e+06,45.1686
2010-09-17,1008,241148,0.00737104,0.0600005,4.0191e+06,438.943
2010-09-18,573,245888,0.00839873,0.061,4.03095e+06,427.755
2010-09-19,667,253396,0.00933199,0.0627,4.0414e+06,797.361
2010-09-20,711,251608,0.009262,0.0621017,4.05155e+06,891.188
2010-09-21,1227,254368,0.00784761,0.06265,4.06015e+06,359.817
2010-09-22,1056,251788,0.00793886,0.0618819,4.06885e+06,717.325
2010-09-23,1027,253621,0.0106764,0.0621535,4.08055e+06,970.093
2010-09-24,808,254519,0.0104026,0.0622,4.09195e+06,42.6571
2010-09-25,837,254425,0.0094445,0.06202,4.1023e+06,133.051
2010-09-26,634,254978,0.00935325,0.062,4.11255e+06,748.202
2010-09-27,1251,256515,0.0104483,0.0622004,4.124e+06,668.525
2010-09-28,1705,255948,0.0104099,0.0619039,4.1346e+06,439.046
2010-09-29,1203,256481,0.0107504,0.06191,4.1428e+06,1450.79
2010-09-30,640,256891,0.00957051,0.0619,4.1501e+06,488.145
2010-10-01,852,257673,0.0100949,0.0619733,4.1578e+06,106.462
2010-10-02,798,255596,0.00655514,0.0614,4.1628e+06,802.517
2010-10-03,648,254573,0.00799728,0.0610649,4.1689e+06,439.881
2010-10-04,852,255999,0.0100294,0.0612945,4.17655e+06,2079.89
2010-10-05,688,256827,0.00825948,0.0614,4.18285e+06,1699.2
2010-10-06,682,263262,0.0112093,0.06281,4.1914e+06,2091.28
2010-10-07,654,281360,0.0104882,0.067,4.1994e+06,2812.79
2010-10-08,813,355303,0.0100949,0.0844531,4.2071e+06,10784.2
2010-10-09,753,395367,0.0103571,0.0938,4.215e+06,16104.9
2010-10-10,631,410336,0.0116682,0.0971462,4.2239e+06,4889.35
2010-10-11,632,402026,0.0104227,0.095,4.23185e+06,1395.23
2010-10-12,643,402338,0.0105175,0.0949,4.2396e+06,2396.82
2010-10-13,929,445511,0.0120564,0.104866,4.2484e+06,4558.52
2010-10-14,626,434382,0.0140429,0.102,4.25865e+06,3701.65
2010-10-15,582,448088,0.0121249,0.105,4.2675e+06,2554.91
2010-10-16,933,432320,0.0176736,0.101,4.2804e+06,633.631
2010-10-17,751,437978,0.0184956,0.102,4.2939e+06,1857.8
2010-10-18,947,440970,0.017057,0.1024,4.30635e+06,2591.64
2010-10-19,1411,421311,0.0175366,0.0975449,4.31915e+06,623.337
2010-10-20,1218,428903,0.0180846,0.099,4.33235e+06,3221.08
2010-10-21,983,464557,0.018337,0.107,4.34165e+06,4616.85
2010-10-22,958,445808,0.0164516,0.1025,4.34935e+06,3665.43
2010-10-23,838,455667,0.018695,0.104556,4.3581e+06,481.515
2010-10-24,848,502404,0.0218998,0.11501,4.36835e+06,1560.61
2010-10-25,763,609131,0.0216862,0.139119,4.3785e+06,4450
2010-10-26,900,662973,0.0257457,0.151,4.39055e+06,2995.09
2010-10-27,1075,826105,0.0227545,0.1877,4.4012e+06,11594
2010-10-28,1012,763743,0.0233954,0.1731,4.41215e+06,4009.67
2010-10-29,829,840427,0.0238227,0.19,4.4233e+06,5380.49
2010-10-30,657,876581,0.0276237,0.197611,4.4359e+06,5112.03
2010-10-31,609,855634,0.0275107,0.1925,4.44485e+06,7829.46
2010-11-01,565,866356,0.0272033,0.194525,4.4537e+06,4049.75
2010-11-02,446,864832,0.0270496,0.1938,4.4625e+06,1121.34
2010-11-03,578,863543,0.0292013,0.1931,4.472e+06,11769.6
2010-11-04,632,1.02762e+06,0.0308919,0.229275,4.48205e+06,6229.16
2010-11-05,828,1.16419e+06,0.0336583,0.259112,4.493e+06,8757.15
2010-11-06,588,1.80598e+06,0.0335047,0.400982,4.5039e+06,9396.96
2010-11-07,688,1.53542e+06,0.0370395,0.34,4.51595e+06,27937.7
2010-11-08,1570,1.10155e+06,0.042265,0.243185,4.5297e+06,38339.3
2010-11-09,651,986538,0.0399577,0.217273,4.54055e+06,12808.3
2010-11-10,655,1.04461e+06,0.0457772,0.22955,4.5507e+06,6110.13
2010-11-11,594,1.0177e+06,0.0493852,0.2231,4.56165e+06,1111.55
2010-11-12,457,1.2257e+06,0.0381101,0.2682,4.5701e+06,10494.5
2010-11-13,587,1.26442e+06,0.0502873,0.276,4.58125e+06,6351.58
2010-11-14,945,1.2819e+06,0.0577289,0.27904,4.59395e+06,4793.81
2010-11-15,4487,1.236e+06,0.0451007,0.268465,4.60395e+06,2337.5
2010-11-16,3228,1.0381e+06,0.0444242,0.225,4.6138e+06,8609.67
2010-11-17,674,1.11925e+06,0.0556993,0.241939,4.62615e+06,8662.61
2010-11-18,651,1.24816e+06,0.0633994,0.269058,4.639e+06,10253.3
2010-11-19,635,1.29307e+06,0.0512033,0.27829,4.6465e+06,583.446
2010-11-20,783,1.31668e+06,0.0395972,0.283016,4.6523e+06,4119.07
2010-11-21,768,1.28946e+06,0.0477898,0.27675,4.6593e+06,212.671
2010-11-22,651,1.33022e+06,0.0556409,0.285,4.66745e+06,7818.64
2010-11-23,627,1.32264e+06,0.0477898,0.28295,4.67445e+06,1361.82
2010-11-24,960,1.32493e+06,0.0604199,0.282906,4.6833e+06,710.241
2010-11-25,927,1.31386e+06,0.0617853,0.28,4.69235e+06,469.993
2010-11-26,1177,1.33726e+06,0.0662229,0.2844,4.70205e+06,9510.98
2010-11-27,828,1.33323e+06,0.061444,0.283,4.71105e+06,515.898
2010-11-28,707,1.28072e+06,0.0587131,0.271359,4.71965e+06,5746.3
2010-11-29,905,1.09057e+06,0.0713433,0.230559,4.7301e+06,8802.06
2010-11-30,817,986910,0.0722656,0.2082,4.7402e+06,4570.58
2010-12-01,1127,1.08053e+06,0.075495,0.2275,4.7496e+06,1752.72
2010-12-02,770,1.21354e+06,0.075495,0.255,4.759e+06,4800.55
2010-12-03,887,1.19717e+06,0.0758966,0.25106,4.76845e+06,633.785
2010-12-04,731,979882,0.0919594,0.205001,4.7799e+06,6673.4
2010-12-05,685,972027,0.0959751,0.20285,4.79185e+06,1178.03
2010-12-06,742,979996,0.0967782,0.204,4.8039e+06,863.02
2010-12-07,1138,1.12412e+06,0.0959751,0.23342,4.81585e+06,5411.8
2010-12-08,903,1.15287e+06,0.0955735,0.2388,4.82775e+06,789.864
2010-12-09,857,967740,0.0922472,0.199992,4.8389e+06,4411.94
2010-12-10,644,988635,0.0895304,0.204,4.84625e+06,328.165
2010-12-11,1052,1.10694e+06,0.106584,0.228,4.855e+06,1267.2
2010-12-12,1220,1.06927e+06,0.104148,0.219854,4.86355e+06,418.804
2010-12-13,1685,1.10857e+06,0.0858761,0.227605,4.8706e+06,1425.92
2010-12-14,1103,1.20364e+06,0.104148,0.24669,4.87915e+06,2403.83
2010-12-15,1081,1.17335e+06,0.119374,0.24,4.88895e+06,901.148
2010-12-16,954,1.2242e+06,0.105366,0.24996,4.8976e+06,3522.62
2010-12-17,795,1.19045e+06,0.101102,0.242656,4.9059e+06,130.185
2010-12-18,879,1.18426e+06,0.0980571,0.241,4.91395e+06,41.6706
2010-12-19,1089,1.18205e+06,0.112065,0.2401,4.92315e+06,487.494
2010-12-20,1460,1.3166e+06,0.096839,0.267,4.9311e+06,2769.88
2010-12-21,1083,1.19291e+06,0.123479,0.241436,4.9409e+06,2291.81
2010-12-22,1237,1.23719e+06,0.113042,0.25,4.94875e+06,949.376
2010-12-23,1002,1.23885e+06,0.104402,0.24997,4.956e+06,2160.74
2010-12-24,845,1.23092e+06,0.106562,0.248,4.9634e+06,1252.05
2010-12-25,1076,1.24245e+06,0.120962,0.2499,4.9718e+06,175.442
2010-12-26,1032,1.31926e+06,0.104402,0.264962,4.97905e+06,4203.03
2010-12-27,1151,1.32058e+06,0.119522,0.264785,4.98735e+06,1270.15
2010-12-28,1015,1.40382e+06,0.121682,0.281,4.9958e+06,4238.98
2010-12-29,1042,1.50122e+06,0.118802,0.3,5.00405e+06,5363.75
2010-12-30,1049,1.50375e+06,0.121682,0.3,5.0125e+06,759.917
2010-12-31,876,1.50618e+06,0.116642,0.3,5.0206e+06,428.441
2011-01-01,1071,1.5089e+06,0.130322,0.3,5.02965e+06,841.95
2011-01-02,1097,1.51137e+06,0.126002,0.29997,5.0384e+06,1584.66
2011-01-03,1405,1.48863e+06,0.123832,0.295,5.0462e+06,420.85
2011-01-04,1111,1.51067e+06,0.114301,0.29895,5.05325e+06,548.33
2011-01-05,1497,1.5128e+06,0.12484,0.298916,5.06095e+06,106.194
2011-01-06,1166,1.51026e+06,0.114301,0.298,5.068e+06,1031.28
2011-01-07,1269,1.62438e+06,0.132946,0.32,5.0762e+06,13152.1
2011-01-08,1439,1.64185e+06,0.13781,0.3229,5.0847e+06,512.037
2011-01-09,1390,1.64499e+06,0.132135,0.323,5.09285e+06,546.184
2011-01-10,1458,1.66592e+06,0.131325,0.32659,5.10095e+06,3360.65
2011-01-11,1564,1.66873e+06,0.139431,0.32659,5.10955e+06,1578.66
2011-01-12,1248,1.63158e+06,0.135378,0.3188,5.1179e+06,10508.2
2011-01-13,1700,1.62843e+06,0.152402,0.3176,5.1273e+06,7147.03
2011-01-14,1622,2.05449e+06,0.146727,0.39999,5.13635e+06,10691.1
2011-01-15,1425,1.98566e+06,0.13479,0.386,5.1442e+06,591.15
2011-01-16,1501,1.99309e+06,0.159478,0.38679,5.1529e+06,1085.16
2011-01-17,1356,1.8041e+06,0.165894,0.3495,5.16195e+06,6360.69
2011-01-18,1462,1.61785e+06,0.129232,0.31299,5.169e+06,4950.51
2011-01-19,1523,1.62049e+06,0.154895,0.31299,5.17745e+06,2247.62
2011-01-20,1474,2.02283e+06,0.170476,0.39,5.18675e+06,6900.05
2011-01-21,1931,2.18162e+06,0.159478,0.41991,5.19545e+06,3351.62
2011-01-22,2184,2.28981e+06,0.151229,0.440036,5.2037e+06,4513.91
2011-01-23,1918,2.30588e+06,0.155812,0.4424,5.2122e+06,505.827
2011-01-24,2090,2.19255e+06,0.17231,0.4199,5.2216e+06,4516.68
2011-01-25,1410,2.14405e+06,0.14298,0.41,5.2294e+06,901.254
2011-01-26,1771,2.17438e+06,0.164977,0.415085,5.2384e+06,6315.95
2011-01-27,1472,2.20978e+06,0.164239,0.4212,5.2464e+06,12086.9
2011-01-28,1790,2.33545e+06,0.17289,0.444484,5.2543e+06,2301.77
2011-01-29,2012,2.31017e+06,0.176173,0.439,5.26235e+06,643.634
2011-01-30,3365,2.51461e+06,0.170702,0.477142,5.27015e+06,4775.81
2011-01-31,2089,2.77201e+06,0.186021,0.525137,5.27865e+06,32708.4
2011-02-01,1901,3.7405e+06,0.179456,0.70751,5.28685e+06,23264.2
2011-02-02,1491,3.841e+06,0.17289,0.725435,5.29475e+06,4126.02
2011-02-03,1273,3.67957e+06,0.175079,0.693898,5.30275e+06,6064.12
2011-02-04,1505,4.30818e+06,0.212283,0.810959,5.31245e+06,33965.7
2011-02-05,1514,4.85137e+06,0.195869,0.911671,5.3214e+06,13634.2
2011-02-06,1345,4.78656e+06,0.193681,0.898,5.33025e+06,7608.77
2011-02-07,1389,4.74987e+06,0.222131,0.889421,5.3404e+06,1949.54
2011-02-08,1472,4.9102e+06,0.209786,0.918,5.3488e+06,6306.77
2011-02-09,2127,5.4444e+06,0.248133,1.01605,5.3584e+06,47455
2011-02-10,3556,5.25848e+06,0.240379,0.979653,5.3677e+06,25568.8
2011-02-11,4302,5.66773e+06,0.240379,1.05407,5.377e+06,13213.5
2011-02-12,3312,5.81076e+06,0.253303,1.0787,5.3868e+06,4353.79
2011-02-13,3244,5.66654e+06,0.255888,1.05,5.3967e+06,3398.3
2011-02-14,4141,5.78502e+06,0.253303,1.07001,5.4065e+06,7532.41
2011-02-15,3347,5.68864e+06,0.290781,1.05,5.41775e+06,9085.5
2011-02-16,2995,5.60139e+06,0.299828,1.03169,5.42935e+06,7465.03
2011-02-17,3527,5.65812e+06,0.298536,1.03992,5.4409e+06,4184.96
2011-02-18,3589,4.90066e+06,0.361872,0.898956,5.4515e+06,32719.8
2011-02-19,2904,5.15397e+06,0.291801,0.944028,5.45955e+06,3454.72
2011-02-20,3176,4.73107e+06,0.358861,0.865,5.46945e+06,8503.38
2011-02-21,3317,4.57919e+06,0.351612,0.835747,5.47915e+06,1435.86
2011-02-22,3759,4.8147e+06,0.382423,0.877042,5.4897e+06,10650.3
2011-02-23,3811,4.95166e+06,0.440421,0.9,5.50185e+06,6057.77
2011-02-24,3644,5.45209e+06,0.375173,0.989095,5.5122e+06,12708.1
2011-02-25,3465,5.05203e+06,0.407797,0.914652,5.52345e+06,4276.3
2011-02-26,3482,5.30469e+06,0.500231,0.958,5.53725e+06,4452.63
2011-02-27,3685,4.96694e+06,0.548738,0.895033,5.54945e+06,21576.8
2011-02-28,3029,4.7802e+06,0.414505,0.860221,5.55695e+06,4108.6
2011-03-01,5342,5.12448e+06,0.359238,0.921097,5.56345e+06,21413.4
2011-03-02,3528,5.23698e+06,0.464246,0.9399,5.57185e+06,2533.96
2011-03-03,4893,5.24111e+06,0.513987,0.939073,5.58115e+06,2520.58
2011-03-04,3311,5.03913e+06,0.610705,0.9011,5.5922e+06,2469.56
2011-03-05,3547,5.0894e+06,0.765453,0.907841,5.60605e+06,11115
2011-03-06,3340,4.97219e+06,0.757163,0.884771,5.61975e+06,10775.1
2011-03-07,3410,4.94106e+06,0.583071,0.877584,5.6303e+06,13527.3
2011-03-08,3893,4.88434e+06,0.51675,0.866072,5.63965e+06,3931.42
2011-03-09,3353,4.85698e+06,0.50359,0.86,5.64765e+06,3881.22
2011-03-10,2916,5.20469e+06,0.416631,0.92067,5.65315e+06,7895.07
2011-03-11,3072,4.98049e+06,0.492382,0.88,5.65965e+06,3301.73
2011-03-12,3286,5.20094e+06,0.530258,0.917816,5.66665e+06,4319.6
2011-03-13,2864,5.06265e+06,0.443144,0.89249,5.6725e+06,595.421
2011-03-14,2899,5.0758e+06,0.424206,0.893925,5.6781e+06,4676.62
2011-03-15,3265,4.95755e+06,0.424206,0.87224,5.6837e+06,2405.41
2011-03-16,3221,4.84382e+06,0.515108,0.851212,5.6905e+06,6761.32
2011-03-17,3133,4.70287e+06,0.534045,0.82542,5.69755e+06,6042.77
2011-03-18,3336,4.57401e+06,0.454507,0.801959,5.70355e+06,10971.3
2011-03-19,2955,4.36761e+06,0.435569,0.765,5.7093e+06,7457.83
2011-03-20,4447,4.23853e+06,0.518895,0.7415,5.71615e+06,4502.62
2011-03-21,4824,4.344e+06,0.560558,0.75897,5.72355e+06,2780.45
2011-03-22,3967,4.63591e+06,0.450719,0.80913,5.7295e+06,9499.24
2011-03-23,6561,4.87508e+06,0.594646,0.84971,5.73735e+06,11029.3
2011-03-24,4450,5.01175e+06,0.575708,0.872374,5.74495e+06,12259.8
2011-03-25,4172,5.08486e+06,0.596787,0.88377,5.7536e+06,4225.53
2011-03-26,4838,4.92638e+06,0.473189,0.8552,5.7605e+06,10251
2011-03-27,4933,4.74101e+06,0.490333,0.822,5.76765e+06,4439.07
2011-03-28,5444,4.59046e+06,0.576056,0.794741,5.77605e+06,10141.7
2011-03-29,4473,4.58404e+06,0.558911,0.79251,5.7842e+06,3312.3
2011-03-30,3574,4.57398e+06,0.534909,0.789706,5.792e+06,2532.13
2011-03-31,4121,4.55235e+06,0.68921,0.78461,5.80205e+06,5429.16
2011-04-01,3259,4.49824e+06,0.603487,0.77411,5.81085e+06,2483.69
2011-04-02,3350,4.55106e+06,0.617203,0.78199,5.81985e+06,1965.23
2011-04-03,3571,4.54048e+06,0.600058,0.779,5.8286e+06,3074.76
2011-04-04,4753,3.9695e+06,0.610345,0.68,5.8375e+06,21652.7
2011-04-05,4246,4.18479e+06,0.677833,0.715692,5.8472e+06,6522.71
2011-04-06,3806,4.3324e+06,0.605827,0.74,5.8546e+06,6264.04
2011-04-07,3454,4.41874e+06,0.601733,0.7538,5.86195e+06,8178.14
2011-04-08,3674,4.40263e+06,0.679508,0.74999,5.87025e+06,13854.7
2011-04-09,3584,4.31484e+06,0.638574,0.734061,5.87805e+06,8940.96
2011-04-10,3547,4.31587e+06,0.708162,0.733157,5.8867e+06,3946.44
2011-04-11,4109,4.53971e+06,0.667228,0.770114,5.89485e+06,11256
2011-04-12,4258,5.08474e+06,0.667228,0.861382,5.903e+06,41333.1
2011-04-13,4764,5.5007e+06,0.794124,0.93032,5.9127e+06,40467.7
2011-04-14,6169,5.91259e+06,0.654948,0.99863,5.9207e+06,29643.6
2011-04-15,4150,5.83072e+06,0.556706,0.983673,5.9275e+06,50488.9
2011-04-16,5128,6.21297e+06,0.708162,1.04663,5.93615e+06,30097.2
2011-04-17,4418,6.5285e+06,0.736816,1.09812,5.94515e+06,26085.2
2011-04-18,5632,6.84206e+06,0.660519,1.14943,5.95255e+06,31552.5
2011-04-19,6311,7.06386e+06,0.706956,1.18516,5.96025e+06,14782.1
2011-04-20,5358,6.81558e+06,0.66105,1.14213,5.96745e+06,24691.9
2011-04-21,4042,7.21361e+06,0.674822,1.20734,5.9748e+06,46345.3
2011-04-22,4237,8.404e+06,0.80795,1.40451,5.9836e+06,50929.9
2011-04-23,4979,1.09588e+07,0.789587,1.82885,5.9922e+06,103243
2011-04-24,4821,9.79239e+06,0.743681,1.63198,6.0003e+06,36076
2011-04-25,5053,9.40239e+06,0.8814,1.56448,6.0099e+06,21226.9
2011-04-26,6053,1.06598e+07,0.895172,1.77084,6.01965e+06,40211.2
2011-04-27,7488,1.14739e+07,0.840084,1.90318,6.0288e+06,62403.4
2011-04-28,6130,1.3799e+07,0.752862,2.28574,6.037e+06,203392
2011-04-29,6915,1.72376e+07,0.918125,2.85061,6.047e+06,148954
2011-04-30,8113,2.11976e+07,1.01574,3.5,6.05645e+06,214977
2011-05-01,7423,1.87677e+07,0.97586,3.09423,6.0654e+06,143522
2011-05-02,5974,1.94408e+07,1.07399,3.2,6.07525e+06,59421.7
2011-05-03,6123,2.04493e+07,1.06854,3.36059,6.08505e+06,56187.5
2011-05-04,6335,2.07755e+07,1.07399,3.40867,6.0949e+06,59434.1
2011-05-05,7151,2.04164e+07,1.19393,3.34374,6.10585e+06,52331.4
2011-05-06,6956,2.11338e+07,1.18848,3.45508,6.11675e+06,80064
2011-05-07,7114,2.23117e+07,1.16667,3.64126,6.12745e+06,64359.7
2011-05-08,6630,2.36247e+07,1.19393,3.84867,6.1384e+06,79620.8
2011-05-09,7510,2.33965e+07,1.38366,3.80409,6.15035e+06,43805.9
2011-05-10,7096,3.48114e+07,1.43201,5.65167,6.1595e+06,266467
2011-05-11,7122,3.35581e+07,1.49462,5.43975,6.16905e+06,281497
2011-05-12,7283,3.91337e+07,1.32246,6.33488,6.1775e+06,184840
2011-05-13,9457,5.03631e+07,1.61982,8.13903,6.18785e+06,478840
2011-05-14,9075,4.34446e+07,1.8937,7.00724,6.19995e+06,435571
2011-05-15,8414,4.30104e+07,1.72155,6.92492,6.21095e+06,123256
2011-05-16,11803,4.90716e+07,1.93283,7.88514,6.2233e+06,343050
2011-05-17,10384,4.5257e+07,2.01108,7.2572,6.23615e+06,265869
2011-05-18,13150,4.22735e+07,2.34847,6.76316,6.25055e+06,181331
2011-05-19,11783,4.31261e+07,2.07507,6.89014,6.2591e+06,170135
2011-05-20,11699,3.5226e+07,2.66968,5.6181,6.2701e+06,278992
2011-05-21,10592,3.82192e+07,2.66968,6.0848,6.2811e+06,185640
2011-05-22,10846,4.2243e+07,3.05799,6.71196,6.2937e+06,154433
2011-05-23,12217,4.45676e+07,3.47058,7.06526,6.308e+06,250601
2011-05-24,13132,4.68067e+07,3.62833,7.40266,6.32295e+06,211827
2011-05-25,14760,5.43147e+07,3.72541,8.56929,6.3383e+06,510905
2011-05-26,14268,5.57939e+07,4.13246,8.78216,6.3531e+06,244820
2011-05-27,10903,5.42546e+07,3.61018,8.52866,6.36145e+06,125149
2011-05-28,11552,5.31782e+07,3.35077,8.34927,6.3692e+06,103464
2011-05-29,11521,5.3583e+07,3.89121,8.40095,6.3782e+06,62138.9
2011-05-30,12585,5.6064e+07,3.32915,8.77934,6.3859e+06,154259
2011-05-31,13982,5.57605e+07,3.24268,8.72158,6.3934e+06,406882
2011-06-01,14043,6.16191e+07,4.06416,9.62378,6.4028e+06,400564
2011-06-02,15459,6.86293e+07,4.10739,10.7028,6.4123e+06,415113
2011-06-03,17741,9.16133e+07,4.36681,14.2646,6.4224e+06,954514
2011-06-04,19728,1.17817e+08,4.8424,18.3127,6.4336e+06,729671
2011-06-05,17662,1.06605e+08,4.49651,16.5433,6.444e+06,420612
2011-06-06,21083,1.18798e+08,5.64244,18.4021,6.45565e+06,1.01693e+06
2011-06-07,19206,1.50213e+08,4.79385,23.2379,6.46415e+06,1.0689e+06
2011-06-08,27266,1.87922e+08,5.21684,29.0299,6.4734e+06,2.85882e+06
2011-06-09,26219,1.86692e+08,6.2602,28.7905,6.4845e+06,1.86159e+06
2011-06-10,24275,1.56216e+08,6.2884,24.0494,6.49565e+06,2.27479e+06
2011-06-11,23839,9.5995e+07,7.10618,14.7497,6.50825e+06,2.14659e+06
2011-06-12,27257,1.22901e+08,6.5704,18.8501,6.5199e+06,2.45113e+06
2011-06-13,25165,1.27636e+08,6.4012,19.5423,6.53125e+06,1.47624e+06
2011-06-14,29777,1.26015e+08,6.96518,19.2577,6.5436e+06,696004
2011-06-15,27660,1.27637e+08,9.62253,19.4641,6.55755e+06,545336
2011-06-16,28666,1.17734e+08,7.84686,17.9294,6.56655e+06,927743
2011-06-17,26437,1.01507e+08,8.10842,15.4364,6.57585e+06,1.68435e+06
2011-06-18,25899,1.11136e+08,8.58795,16.8754,6.5857e+06,569949
2011-06-19,27866,1.15516e+08,9.72138,17.5107,6.59685e+06,536267
2011-06-20,25564,1.1572e+08,10.2009,17.5107,6.60855e+06,0
2011-06-21,25256,1.15942e+08,11.0292,17.5107,6.6212e+06,0
2011-06-22,26804,1.1617e+08,11.3343,17.5107,6.6342e+06,0
2011-06-23,24185,1.1638e+08,10.4625,17.5107,6.6462e+06,0
2011-06-24,25503,1.16569e+08,11.5883,17.5107,6.657e+06,0
2011-06-25,22622,1.16694e+08,9.80408,17.5107,6.66415e+06,0
2011-06-26,24127,1.09156e+08,10.2154,16.3613,6.6716e+06,234622
2011-06-27,30134,1.11906e+08,11.5866,16.7523,6.68005e+06,535096
2011-06-28,25862,1.13442e+08,10.9696,16.9618,6.68805e+06,413032
2011-06-29,24405,1.12869e+08,11.7923,16.8546,6.69665e+06,355303
2011-06-30,23228,1.08542e+08,13.095,16.1853,6.7062e+06,577146
2011-07-01,30344,1.03545e+08,11.8609,15.4204,6.71485e+06,529197
2011-07-02,32077,1.03423e+08,11.5866,15.3828,6.7233e+06,302135
2011-07-03,22031,1.04053e+08,11.3124,15.4576,6.73155e+06,259876
2011-07-04,23834,9.33685e+07,11.6552,13.8528,6.74005e+06,756914
2011-07-05,23645,8.74736e+07,9.52984,12.9648,6.747e+06,1.07631e+06
2011-07-06,26601,9.93962e+07,11.0198,14.7148,6.75485e+06,1.65532e+06
2011-07-07,22643,1.0005e+08,10.1785,14.7973,6.7614e+06,825452
2011-07-08,24961,9.67995e+07,12.8203,14.299,6.76965e+06,500143
2011-07-09,22376,9.74649e+07,11.5771,14.3815,6.7771e+06,171329
2011-07-10,29298,9.92013e+07,10.6447,14.6229,6.78395e+06,682903
2011-07-11,25407,9.71917e+07,12.1987,14.3102,6.7918e+06,706458
2011-07-12,23335,9.53285e+07,10.9555,14.0213,6.79885e+06,372987
